cif,formula
4302069,Cu2 H40 C34 N8 O10
4302078,Ti4 H119.044 C71.292 S24 N12 O4
4302079,Ti4 H116.664 C69.184 S24 N12 O16
4302086,Re4 B4 H40 C40 S4 N16 O12
4302099,Fe2 H66.0 C56 N10
4302103,Cu4 H116 C100 N12 O16
4302104,Cu6 H118 C104 N18 Cl4 O24
4302120,Zn4 H124 C112 N24 O26
4302126,Mg4 H208 C142 N12 O4
4302127,H108 W2 C72 O10
4302129,Cs4 Ni4 H192 C184 S40 O48
4302139,Cu4 H188 C124 N20 O18
4302141,Co22 H24 C36 N160 O30 F6
4302164,La8 H96 C204 O48 F72
4302167,Na4 Mn4 H12 C12 O24
4302171,Cu8 H32 C16 N32 O16
4302210,Mn2 H62 C62 N14 Cl4 O16
4302213,Cu8 H68 C52 N44 O12
4302214,Cu16 H120 C104 N40 Cl8 O56
4302219,H64 C64 I8 O20
4302226,Cu6 H84 C82 Br8 N12 Cl8 O14
4302232,Mn12 H168 C148 Br12 N24 O40
4302234,Cu6 H108 C54 N18
4302239,Cu6 H108 C76 N48 Cl8 O12
4302240,Cu6 H32 C48 N40 Cl4
4302242,Co4 H96 C60 N24 Cl4 O16
4302247,Ti2 H44 C30 N4 Cl4
4302248,Ti8 H192 C152 N48
4302265,Al2 P4 H76 C64 N2
4302274,Ta2 H110 C82 N6 Cl2 O4
4302286,Fe4 H228 C168 S4 N8 F12
4302287,Fe4 H240 C164 N12 Cl4
4302289,Fe2 H130 C88 S2 N6 O2
4302295,Fe2 Hg2 P2 H38 C26 Se2 Cl4 O8
4302300,Re4 H84 C72 N16 O48
4302308,Ni4 P8 H224 C160 N16 O4
4302309,Co2 P4 H96 C72 N8
4302316,In4 H268 C188 S8 O12
4302317,In2 H98 C64 S4 O8
4302326,Li4 H80 C72 N20 F16
4302339,Ag2 B4 H44 Au2 C16 N12 F16
4302340,Ag4 B12 H172 Au8 C80 N52 F48
4302343,Zn2 H36 W2 C32 S4 N4 O14
4302351,Li4 H164 C84 N16
4302361,Sr2 B4 H136 C84 N24
4302364,H48 C38 N8 O2
4302365,H68 C52 N8 O8
4302381,Mn2 H54 C32 N6 Cl4 O16
4302386,Mn4 Fe4 H140 C140 Br8 N44 Cl4 O28
4302388,Na2 Zn4 Cu2 H24 C8 S8 N4 O24
4302401,P2 H64 Ru2 C34 S8 N2 Cl2 O2 F12
4302406,Ta2 P4 H202 C144 O10
4302408,La4 Si8 H272 C172 N12 O12
4302421,Y4 Fe4 H168 C96 N48 O24
4302426,Cu2 Sb2 H48 C42 N4 O2 F12
4302436,Cu2 Mo6 H28 C24 N12 O22
4302437,Cu4 Mo12 H48 C48 N24 O48
4302439,Co4 Mo12 H64 C48 N24 O48
4302449,Mn2 H92 C68 S12 N4 Cl12
4302458,Al4 P4 H70 C62 S4 N6
4302465,Ni12 H200 C200 N16 O40
4302466,Ni8 H120 C88 N24 O24
4302468,Zn4 H14 C32 Br4 N12 Cl2 O10
4302473,Zn4 B4 H188 C108 S4 N24
4302484,Hg4 H120 C108 N16 Cl8
4302510,Co8 H72 C68 N56 O16
4302512,Co12 H64 C56 N80 O24
4302513,Ge4 H120 Pt4 C108
4302516,Ge8 H100 Pt4 C124 O4
4302517,H56 C104 S8 O16
4302522,Si2 Ni2 H64 C36.0 S4 N4 O6
4302523,Ni4 H96 C60 S12 N8 O8
4302524,Ni4 H66 C50 S10 N6 Cl4 O8
4302525,Ni6 H102 C76 S14 N10 Cl4.0 O12
4302529,Bi2 H48 Pd2 C44 O26 F30
4302530,Bi2 H2 Pd2 C24 O24 F36
4302544,Co4 P2 H96 C48 S8 N16 Cl2 O4 F12
4302545,Cr4 P2 H96 C48 S8 N16 Cl2 O4 F12
4302546,Cu12 P8 H192 C164 N24 Cl8 O64
4302547,Cu4 P2 H70 C54 N12 Cl4 O10
4302551,Cu6 P4 H122 C104 N22 Cl4 O36
4302552,Cu6 P4 H114 C104 N14 Cl8 O34.0
4302553,Co8 H56 C24 N64 O4
4302571,Si4 Te2 H80 C80 N4 O6
4302572,Si8 Te4 H142 C156 N2 O20
4302574,B4 Mo4 H116 C88 S4 N24 O8
4302576,B2 Mo2 H58 C48 S2 N12 Cl2 O4
4302577,B4 Mo4 H104 C84 S4 N28 O16
4302583,Co4 H106 C88 N24 Cl36 O16
4302584,Si2 Sn2 H36 C36
4302587,Zn2 B2 H106 C68.0 S2 N12
4302589,Zn4 B4 H220 C124 S4 N24
4302591,Zn4 B4 H184 C108 N28 O8
4302592,Zn4 B8 H184 C108 N24 F16
4302596,Ni4 H148 C80 S8 N12 O4
4302604,Re8 H112 C148 N16 O40
4302605,Re4 H94 C113 N16 O12
4302614,Ag40 H12 C100 N4 O104 F96.0
4302617,Ag20 H12 C56 N8 O36 F48.0
4302620,Ag32 H24 C96 N16 O72 F72
4302631,Cu2 H72 C66 S2 N8 O12 F6
4302632,Cu4 H112 C96 N12 O4 F24
4302634,Cu6 H204 C174 S4 I2 N22 O24 F12
4302646,Ca4 Ti2 H70 C30 Cl4 O21
4302647,Sr4 Hf2 H102 C42 Cl4 O29
4302649,Sr8 Ti4 H172 C72 Cl8 O50
4302650,Ca8 Ti4 H240 C96 N24 Cl8 O24
4302659,H211.184 C140.796 N24 O4.796
4302661,Co2 H88 C64 N12 Cl4 O18
4302663,Cu4 B8 H192 C132 N24 O4 F32
4302664,Ni4 H192 C132 N24 Cl8 O36
4302670,Co4 B8 H244 C164 N36 O4 F32
4302671,Ni4 H227.568 C144.892 N24 Cl8 O40.892
4302681,Li8 H176 C88 N8 O12
4302706,Mn4 H128 C96 N40 O32
4302708,Mn4 H102 C102 N42 O14
4302714,Ni8 H80 C48 S32 I4
4302718,Ni8 H80 C48 S32 I4
4302729,Te8 P16 H288 C128 S8 N8
4302731,Te8 P16 H224 C96 S8 N8
4302739,Hg4 B8 H198 C118 S16 N32 F32
4302754,U12 P12 H76 C64 N8 O100
4302755,U6 P6 H42 C36 N4 O48
4302757,Co1 H34 C28 S2 N12 O8
4302766,Fe8 H80 C104 O32
4302773,Cu4 P4 H148 C160 N16 Cl8 F24
4302776,Cu8 H136 C122 N10 Cl4 O21
4302777,H62 C80 N10 O6
4302782,Zn8 H108 C64 N4 O28
4302784,Fe4 P4 H88 C120 I4 N8 O12
4302790,Nb4 Bi4 H96 C112 O32
4302804,Co4 H68 C60 N8 O24
4302815,Li4 Ni6 H48 C40 O59
4302818,Zn8 H160 C184 N16 O40
4302819,Ni2 H12 C8 N28
4302829,Fe4 H132 C92 N40 Cl8 O6
4302835,Fe4 As4 H124 C88 N40 Cl4 O4 F24
4302837,Fe4 H124 C88 Br4 N40 Cl4 O20
4302838,Fe4 H132 C92 N40 Cl8 O22
4302846,Ni4 B4 H68 C32 S4 N8 F16
4302847,Ni4 H68 C32 S4 N8 Cl4
4302856,As4 H116 C76 S4 N4 O12 F12
4302863,Ga8 As8 H200 C192 N20 Cl28
4302873,Ti4 H228 C148 S4 N4 Cl24 O8
4302888,Ni4 B2 H126 C114 N12 O22
4302889,Ni8 P4 H180 C120 N16 O44 F24
4302896,H144 Ru6 C150 N18 Cl6 O12
4302897,H48 Ru2 C50 N12 O4
4302901,Ca4 Si8 H132 C60 N12
4302903,Ca4 Si8 H184 C106 N8 O4
4302907,H104 Pd4 C48 N8 Cl4
4302908,H84 Pd4 C52 N8 Cl4
4302916,Ni2 H16 C24 N8 O4
4302920,Fe8 P8 H132 C68 S8 N4 O16
4302934,Fe6 H112 C114 N6 O22
4302947,P8 H212 W4 C124 N4 O12
4302948,P8 H228 W4 C128 N4 O12
4302958,Ni1 H6 C10 S2 N8 O2
4302962,Ge16 H144 C112 O20
4302963,Na8 Co4 H64 C72 O40
4302966,Li8 Co4 H56 C72 O36
4302967,Li8 Co4 H48.0 C64 O40.0
4302969,As16 H80 Pd26 C96 O128.0
4302971,Cu4 P8 H180 C100 S4 N4 O12 F12
4302980,Ni40 H120 C72 S50 N52 O80
4302984,K4 Co4 H204 C108 O84
4302985,Co2 H56 C28 O34
4302988,Al12 H176 C96 Cl20 O16
4302989,Al12 H224 C120 Cl20 O20
4302991,Al2 H10 C12 Cl4 O2
4302994,Cu4 P4 H164 C208 N12 O8
4302996,Ag2 P1.974 H50 C76.792 N6
4303005,P8 H166 Ir4 C191 N12 Cl6 O2 F12
4303026,La4 Sb4 H104 C32 Se16 N24
4303027,La2 Sb2 H58 C24 Se8 N16 O2
4303039,Rb16 H176 C108 N44
4303047,Ag3 B3 H48 C45 N12 F12
4303054,Sb2 H96 Pt2 C66 N4 Cl4 O4 F12
4303055,Zn12 H192 C168 N48 O60
4303056,H62 C42 N12 Cl2 O16
4303065,V4 H88 C32 N4 O44
4303066,V2 H28 C16 N2 O14
4303067,V8 H176 C96 N8 O56
4303075,H168 Au4 C124 N12
4303076,Cu6 H190 C142 N12
4303098,Ni2 H64 C36 N8 Cl4 O22
4303104,Re4 P4 H88 C108 N4 Cl4 O20
4303105,Re2 P2 H50 C64 N4 Cl2 O5
4303107,Ge4 Mo4 P8 H168 C80
4303112,H120 Rh4 C84 N12 O12
4303122,Ti2 H64 C44 N4 O8 F24
4303129,H96 Pt4 C48 S8 N40 O24 F24
4303131,H132 Pt4 C60 S8 N28 O28 F24
4303137,Zn4 H68 C60 S4 N12 O9
4303138,Zn2 H34 C30 S2 N6 O4
4303139,Mn2 H10 C4 S2 N2 O12
4303146,Cu4 H80 C160 N16 O28
4303158,Fe4 H92 C80 N16 Cl8 O4
4303159,Fe4 H108 C72 N16 Cl8 O4
4303165,Fe4 H72 C60 N36 Cl8 O32
4303170,Fe2 P2 H76 C84 S8 N4 O12
4303171,Ni2 P4 H88 C120 S8 O8
4303174,Cu2 P2 H54 C44 N6 Cl2 O4 F12
4303175,Cu2 P2 H50 C44 S2 N6 Cl2 O2 F12.0
4303179,Re4 H112 C64 Br8 N20 O8
4303182,Re4 H48 C32 S12 Br4 O8
4303184,Na2 Mn2 Si2 H108 C60 N6 O2
4303193,Fe2 H68 C42 N26 O13.99998
4303230,H192 C156 N24 O12
4303232,Zn2 H60 C52 N8 O4
4303235,Mo12 H176 C92 N8 O40
4303237,Mo12 H166 C80 N6 O40
4303244,H78 Pb2 C76 N14 Cl4 O16
4303248,Cd2 H56 C52 S2 N11.64 Cl0.36 O10.92
4303258,Zn4 H160 C108 N16 Cl24 O4
4303298,Sn2 H104 C72 N4 O2
4303305,Mo8 H128 C116 S24 O52
4303307,Fe2 B4 H64 C52 N24 F16
4303310,H30 C24 Cl6
4303321,Mn12 H164 C204 N8 O36
4303328,P4 H96 Ru4 C72 N8 Cl4 F24
4303332,Ag4 P4 H132 C76 S4 N4
4303354,Fe4 P8 H160 C192 N12 O16
4303362,P8 H120 Pt4 C160 N4 Cl4
4303365,Si4 P4 H188 W4 C112 N8 Cl8
4303375,Fe4 P16 H160 C144 S8 N24
4303400,B96 H248 C72 N8 O8
4303406,Fe2 H16 C20 N8 O4
4303422,Ni8 H208 C136 N16 O44
4303425,Cu8 H128 C16 N112 O16
4303435,Mn8 H156 C152 N20 Cl4 O44
4303439,K5 Na4 Sb2 H12 Ru2 W20 C12 O90
4303449,B4 H40 Pd2 C24 N8 O8 F16
4303452,Fe8 P24 H160 C120 N40 Cl32
4303457,Co6 H36 C48 N8 O24
4303468,Mo4 H216 C148 N8 Cl4 O12
4303472,Mn4 Fe4 B4 H134 C132 N46 O12
4303483,Cd1 H32 C18 N18 O6
4303484,Cd8 H152 C80 N72 Cl8 O28
4303487,Ag2 H64 C42 S10 N20 O8 F6
4303505,Zn4 H84 C60 N12 O24
4303509,Te4 P2 H110 C96 I2 O14
4303515,Ti4 H160 C112 S8 N24 O16
4303517,Ti4 H168 C120 S8 N16 O24
4303520,As4 H24 C16 I4 N8 F24
4303525,Hg4 H184 C128 S16 N16 Cl16 O80
4303527,H20 Pb4 C8 S4 N24 Cl4
4303531,B4 H52 C108 N4 F60
4303535,B4 H32 C112 N8 F60
4303538,B2 H16 C48 N4 F30
4303545,P8 H160 C112 N8 O64
4303554,H192 C160 N16 O56
4303558,Mo4 H204 C112 S16 N8 O40
4303564,Re4 H56 C56 S8 N8 O32 F12
4303567,Ni4 P8 H104 C132 S16 O4
4303570,Ni4 P8 H112 C152 S16 Cl4 O4
4303572,Ni4 P8 H200 C132 S16 O4
4303574,Ni4 P8 H100 C116 S8
4303584,Ni4 P8 H112.0 C148 S16 Cl8
4303594,Zn6 H96 C86 N8 O36
4303599,Ba2 Zn4 H102 C88 N8 O37
4303600,Ba4 H178 Pd8 C170 N16 Cl6 O72
4303619,Fe24 Cu12 Te8 H160 C136 I4 N8 O72
4303629,H92 Os2 C48 N6 Cl10 O2
4303630,H160 Os4 C76 N12 Cl20
4303633,Na8 Ni4 H48 C72 N8 O42
4303642,Fe4 P2 H68 C74 S6 N4 O18
4303645,Cd8 H32 C32 N64 O8
4303646,Cd1 Ag2 H12 C8 N16
4303663,Bi32 H156 C216 O56
4303664,Bi2 H102 C120 O6
4303665,Li2 Bi4 H90 C90 O12
4303669,Mn8 H82 C56 N48 Cl4 O20
4303670,Mn12 H92 C64 N48 O40
4303682,U4 H224 C96 N32 O72
4303686,Co2 H52 C62 N4 O10 F12
4303695,P8 H104 Pt4 C120 Cl8 O4
4303696,P8 H176 Pt4 C180 N4 Cl12 O20
4303697,Cd2 Cu6 H106 C48 I4 N10 O22
4303698,H36 Pd2 C20 N16 Cl2
4303700,H40 Pd2 C18 N16 Cl4 O4
4303701,Cu8 Sb8 H204 C168 N36 F48
4303706,H76 Pd2 C84 N16 Cl12
4303714,K4 Mn8 Cr4 H178 C184 N46 O36
4303720,Cu4 H108 C108 S4 N16 O22 F12
4303725,Cu6 H214 C138 N34 Cl12 O10
4303738,Re24 Ag24 H120 C96 N48 O108
4303746,Ca2 H152 C130 N8 O4
4303749,Cu8 H176 C160 N56 Cl16 O64
4303754,Ga18 P24 H168 C60 N24 O129 F6
4303755,Fe4 H96 C96 I8 N8 O12
4303757,Fe4 H32 C32 I8 N8 O12
4303767,Li2 B4 P2 H86 C84 O6 F30
4303778,Ag4 P4 H120 C108 S12 O12 F24
4303782,Cu8 B4 H104 Au4 C112 N24 Cl8 F16
4303785,Cu4 H104 Au4 C112 Br8 N24
4303816,Fe4 P4 H74 C72 S4 N2 O8
4303819,Fe8 P4 H86 C98 S8 N2 Cl4 O20
4303820,P4 H56 C72 I4 O4
4303827,Cr2 Si4 H56 C36 N8
4303831,Re4 H112 C96 N8 Cl4 O12
4303832,Re4 H96 C88 Br4 N8 O12
4303836,Fe4 H200 C140 N4
4303843,Cu8 H144 C160 N32 O40.0
4303848,U4 H232 C160 Se8 I4 N16
4303855,In4 P6 H42 C18 N6 O30
4303856,In8 P10 H14 C12 O52
4303857,In4 H40 C16 S4 N4 O40
4303861,Hg8 H224 C96 Cl8 O96
4303872,U4 H84 C84 S4 N20 O36
4303874,U4 H112 C106.66 S16 N16 O46.66
4303876,Mo8 H120 C128 N24 O24
4303878,Mo8 H132.0 C134.0 S8 N24 Cl12 O16
4303880,Fe8 H136 C176 S40 N32 O24 F24
4303889,U4 H244 C176 N24 O8
4303904,Li2 P4 H90 C38 Se4 N4
4303906,Hg2 P8 H84 C100 Se8
4303926,H136 Pd4 C120 N4 Cl4 O60
4303929,V8 Ga8 P12 H20 C18 N12 O75.968
4303931,H128 W8 C160 N48
4303933,B2 H104 W4 C128 N24
4303949,Fe4 H112 C112 N16 O16
4303955,Zn8 P8 H168 C200 S16 N16
4303956,Hg4 P8 H112 C144 S8
4303958,Hg8 P8 H152 C160 S8 O8
4303964,Ga4 Si4 H88 C48 Cl8 O4
4303965,Ga16 Si16 H220 C140 Cl32
4303976,Hf4 H120 C176 N32 O16
4303978,Hf4 H216 C232 N16 O16
4303982,Hf2 H78 C94 S2 N8 Cl6 O14
4303984,Hf2 H66 C106 S2 N13 O12
4303987,H100 C68 Br4 O42.636
4303990,Sn2 P4 H104 C75
4303991,Si8 Ge2 P4 H88 W2 C46 O10
4303999,Co2 H8 C24 S24
4304000,Co4 H48 C64 S48
4304013,Si8 H144 C88 N8 O4
4304015,Li4 Si4 H84 C36 N4 O6
4304017,Li8 Si8 H168 C104 N8 O8
4304023,H32 Au4 C30 S4 Cl4
4304032,P4 H90 Ru2 C106 S4 N16 Cl18 O4 F24.0
4304036,Cu8 H160 C72 N24
4304039,H84 Pb16 C68 O50
4304053,P4 H50 C52 Br6 O4
4304062,Co2 P8 H56 C24 N4 O32
4304067,H38 C14 N12 O12
4304069,Mn4 H44 C68 N24 O20 F48
4304071,Cu8 H136 C120 N8 Cl16 O24
4304081,Fe2 B4 H88 C92 S4 N18 O21 F4
4304087,Cu4 H48 C48 Br8.456 N8 Cl7.544 O4
4304091,Ni4 H48 C48 Br6.92 N8 Cl9.08 O4
4304095,Fe4 B8 H100 C80 O8 F16
4304096,Fe2 B4 H80 C60 O8
4304097,Fe4 B12 H188 C216 O24
4304107,Ni4 H72 C72 S8 N8 O16
4304108,Ni16 H188 C168 N20 O64
4304112,Cu8 H104 C84 S8 N8 O28
4304113,H56 Pd4 C64 S8 N8 O8
4304120,Li8 P8 H96 C64 Se32 N32
4304124,U4 H24 C56 N8 O24
4304132,Fe4 H108 C116 N20 O4
4304150,Mn6 Cr2 P4 H104 C84 N12 O40
4304157,P12 H196 Ir8 C168 N32 O8 F72
4304162,P2 H82 Ir4 C64 S4 N12 F12
4304163,P2 H78 Ir4 C52 N24 O4 F12
4304187,Na8 Fe4 H236 C164 N20 O8
4304188,Fe4 H172 C132 N20
4304198,Na4 Cu8 H188 C84 N8 O80
4304201,Cu4 H68 C36.0 N4 O22
4304202,Co4 Si4 P8 H204 C88 N8 Cl4
4304205,Si4 Ni4 P8 H188 C88 Br4 N8
4304208,Sn2 H48 C46 I4 N4 O4
4304211,B2 P8 H136 Ru2 C122 Cl6 F8
4304213,Fe4 H116 C80 S8 N32 O24
4304214,Fe2 H62 C38 S4 N16 O16
4304227,Fe2 H84 C104 N14 O10
4304250,Al4 Cu4 H140 C60 O20
4304256,Al2 Cu2 H72 C32 O8
4304258,Al4 Cu4 H152 C88 N8 O16
4304268,Ti2 H48 C24 N6 Cl4 F6
4304274,Ni8 H128 C128 N40 Cl8 O40
4304276,Fe8 H88 C76 N48 O16
4304277,Fe6 H52 C48 N14 O30
4304281,Cu4 H68 C56 N8 Cl4 O24
4304282,Cu2 H48 C32 N4 Cl4 O6
4304297,Ni4 H136 C128 I8 N16
4304314,P4 H132 Ir4 C92 N12 Cl8 O4
4304332,Fe2 H44 C56 N4 O12
4304333,Fe4 H172 C132 N8 Cl4 O12
4304336,Fe4 H148 C152 N8 Cl4 O12
4304342,B2 Mo2 P4 H112 C60 N4
4304347,H76 Au4 C60 N4 Cl4 O20
4304355,Ni2 P2 H82 C76 N4
4304358,Cu2 P2.01 H98 C137 N8 Cl2 F12.06
4304359,Si8 Ni4 P8 H208 C92 N4 O8
4304363,Fe4 H28 Au8 C56 N24 F8
4304367,Fe8 H80 Au16 C132 I20 N52
4304372,P4 H132 Pd4 C132 N20 Cl4 O20
4304377,H188 Pt4 C160 N36 O8 F40
4304379,Fe4 H48 C56 N8 O24
4304382,H120 C64 S4 N4 Cl4 O12
4304384,Ni2 H88 C64 S4 N4 O4
4304389,Al2 H94 C62 N6 Cl2
4304392,Cu4 B4 H88 C204 N16 O4 F80
4304405,Re16 H176 C128 N48 O56
4304406,Fe4 P8 H156 Pt4 C184 N4
4304417,Ta6 H94 C108 N14 O1
4304423,V4 Ni4 H156 C108 N8 O24
4304425,V2 Ni2 H110 C108 N6 O14
4304427,Ca4 Re8 H144 C136 Br8 N24 O56
4304433,H72 Pt4 C32 N2 Cl18
4304435,P4 H88 C80 N12 O6
4304436,P4 H120 Ru4 C104 N12 Cl8 O4
4304450,H184 C160 N40
4304451,H30 C35 N10 O4
4304458,Ag2 B2 H22 C32 N6 F8
4304459,Co4 H104 C136 N20 Cl24 O8
4304460,Mn4 P4 H88 C36 N12 O16 F24
4304463,Ni2 P6 H86 C90 N4 O2
4304467,Cu12 H48 C96 S48 N24 Cl16
4304479,Fe8 P4 H60 C80 S8 O24
4304482,Fe16 H32 C72 S16 O56
4304487,Cu4 H56 C64 N20 Cl4 O8
4304488,Fe2 H40 C50 N14 Cl4 O4
4304504,Na4 Fe4 H176 C92 S4 N16 O36
4304507,H78 Pt6 C82 N26 Cl6 O3
4304510,Cu4 H96 C92 N8 O28
4304514,Ni2 H68 C56 N8 O12
4304531,P4 H136 Pt2 C100 N32 O24
4304561,Zn8 H120 C80 N24 O30
4304565,P4 H32 C48 I4
4304567,Cu3 H24 C34 N10 O16
4304580,Zn8 H148 C72 S8 N20 Cl8 O8
4304582,Cr8 H72 C112 S16 N16 Cl8 O16
4304583,Cr4 H48 C60 S8 N8 O12
4304589,Ag8 P8 H164 C160 S8 N4 O60 F24
4304594,Ni4 H184 C100 N20 Cl4 O24
4304602,Co4 H126 C84 N22 Cl8 O28
4304604,Co4 H130 C84 Br2 N22 Cl6 O28
4304613,Mg4 P8 H96 C72 O6
4304614,Sr2 P4 H56 C40 O4
4304615,K2 Mg2 P6 H96 C88 O4
4304627,H216 C192 N16
4304634,As8 H112 Pt4 C148 Cl16 O16
4304643,Ag6 H186 C130 N20 O6
4304649,Co2 H20 C18 N4 O18
4304652,Cu6 H60 C60 N18
4304659,H120 Au8 C80 N24 Cl8
4304660,H136 Au8 C152 N24 F72
4304665,Co4 Cu2 H76 C132 N16 O87
4304683,H56 Ir4 C56 N4 O12
4304699,H60 C56 N8 O20
4304710,Fe8 H240 C208 N32
4304714,P8 H140 Pt4 C76 S4 N4
4304715,Cr1 Si2 P4 H50 C22
4304730,H104 Os4 C136 N32
4304733,B2 P2 H118 Rh2 W2 C94 S4 O2
4304742,H240 Pt8 C160 N64
4304747,H48 Os4 C96 N8 O8 F16
4304749,Cu8 Si16 H240 C96 N40
4304752,Re2 P2 H96.1 C129 S6 N18 O1
4304757,P4 H144 Ir4 C152 N16 O12 F24
4304759,Fe2 B2 H76 C42 S6 Cl2
4304770,Re4 H68 C72 S4 N12 Cl4 O12
4304772,Re4 H92 C80 S4 N16 O16
4304804,Mn4 H192 C136 Br32 N4 O24
4304805,Mn4 H160 C116 Br32 N4 O20
4304811,Zn4 H108 C104 N16 Cl4 O32
4304816,Mo2 P2 H62 C66 S8
4304819,Mo4 P4 H100 C120 S12 O4
4304836,P4 H64 W36 C80 N16 O127
4304839,Ni8 B8 H216 C168 S8 N48
4304841,Mo2 P4 H84 C106 S10 N8 Cl4
4304843,Mo4 P4 H140 C136 S16 Br4 N20
4304848,B4 P4 H156 C120 N8 Cl4
4304851,Cu2 B2 H62 C112 N10 Cl2 F40
4304852,Cu2 B2 H60 C104 N8 Cl2 F40
4304853,As16 H112 C64 S32 O32
4304860,Cu4 P8 H200 C152 Br4 N16
4304861,Al8 Cu4 P8 H240 C168 Br4 N16
4304873,As4 H76 Au4 C36 N16 F24
4304876,P4 H64 Au4 C24 N16 F24
4304887,Hg4 H96 C80 S8 Br8 O8
4304897,Si8 Ni4 P8 H208 C88 N8 O4
4304921,Al8 P8 H132.0 C40 N8 Cl16 O70
4304924,Ga8 P6 H122 C74 N8 Cl12 O39
4304939,H176 Ru8 C136 Cl20 O36
4304942,In8 H16 C32 O29.6 F8.8
4304948,Si2 H100 C76 Se4 Cl8 O4 F12
4304954,Li2 U2 H128 C56 O14
4304965,Co2 P8 H130 C122 N28 Cl2 O2 F48
4304966,Cd6 H56 C24 N60 O4
4304970,Cd12 H40 C16 S8 N40 O28
4304972,Cd8 H32 C40 N40 O16
4304981,U4 H64 C102 N6 O32
4304984,Ni4 H120 W4 C104 N52 O10
4304986,H60 Pt4 C108 N20 F48
4304988,H128 Pt8 C200 N32 O16 F96
4304995,Fe2 P4 H96 C66 N2 Cl2
4304999,Fe4 Ag6 H160 C180 N18 Cl22 O42
4305000,Fe2 Ag3 H87.33 C92.796 Br6.0 N9 O21
4305001,Fe4 Ag6 H170 C180 Br10.0 N18 O42
4305002,Fe4 H120 C120 N12 O24
4305005,Cu12 H72 C120 N32 O32
4305011,Ni4 H52 C92 N8 O16
4305012,Co4 H112 C92 N8 O24
4305013,Fe8 H160 C132 N8 O32
4305014,Co8 H160 C132 N8 O32
4305016,Ti2 Al2 H110 C74 N4 O2
4305032,V4 H44 C50 S4 N8 O12
4305039,Cu4 H124 C84 N4 O12
4305040,Cu2 H44 C34 N4 O10
4305053,P4 H104 Os4 C100 N20 F24
4305058,U8 P8 H8 C4 O56
4305062,Y4 H220 C132 N16 Cl8 O16
4305064,Mn20 H144 C153.96 N60.06 O32
4305070,Mn4 H36 C24 N8 O30
4305071,Mn8 H48 C48 N16 O48
4305075,Mn4 H68 C60 N8 O14 F24
4305078,As16 H144 C64 S16 O48 F48
4305084,Cu4 P8 H172 C92 Br4 N4
4305085,Cu2 Sb2 P4 H86 C46 N2 F12
4305100,Ni2 B2 H76 C42 S7.929
4305102,Cu12 Mo4 H144 C126 S20 N20
4305106,Cu12 Mo4 H156 C136 S12 Br8 N16
4305120,Cu6 H32 C76 N18 F84
4305122,Cu4 P4 H60 C103.9996 N12 F55.9988
4305128,P4 H172 Rh4 C148 N4
4305131,P4 H60 W2 C88 S10 N10
4305141,H96 Ru6 C96 N12 O30
4305144,Al4 B20 H56 C16 N8 O40
4305155,Mn4 P2 H62 C40 N4 O26
4305156,Mn8 P4 H142 C154 N8 O45
4305161,H60 Ru2 C70 N16 O4
4305163,H120 C76 N16 O12
4305167,H92 Ir4 C128 N16 Cl6 O9
4305169,V8 H120 C128 N16 O40
4305170,P8 H120 Au8 C80 S8 N40
4305176,Co2 H28 C28 N16 O4
4305181,Mn2 H34 C29 N6 Cl4 O3
4305186,Fe16 H160 C112 N24 Cl72
4305189,Ag2 P8 H84 Pd2 C86 Cl6 O6
4305191,Ag4 P16 H168 Pt4 C170 Cl18 O2
4305200,H72 Pt8 C32 N24 Cl16
4305202,H184 Pt12 C180 N36 Cl24 O6
4305203,H72 Pt2 C48 N24 O28
4305204,H132 Pt4 C96 N44 O56
4305210,Zn2 H56 C68 N4 O8 F8
4305216,Ag2 H64 C74 S2 N10 O12
4305217,Ag4 H84 C108 N24 O20
4305222,Ga4 H16 C55.808 O31.904
4305226,Ga4 H35.4 C47.4 N3.08 O20
4305233,B2 P2 H70 Ru2 C68 N10 Cl4 O12 F8
4305234,K2 Fe2 H70 C36 N10 O10
4305248,Ag4 H96 C72 N16 Cl4 O16
4305250,Ag4 Sb4 H96 C72 N16 F24
4305252,Cd9 H44 C16 N2 Cl20 O2
4305255,Cu4 H88 C64 N24 O20
4305260,Cu8 Sn8 H60 C16 S24 N12
4305277,Cu16 H64 C20 N36 O8
4305278,Cu20 H104 C44 N48 O4
4305281,Ni4 H24 C8 N8 O16
4305290,Sn4 P4 H124 C68 S4 O24
4305294,H160 Ru8 Au8 C208 N48 O16
4305296,H200 Ru4 C128 N12 Cl8 O8
4305302,Co6 H88 C68 N12 O24 F24
4305304,In6 H180 C216 N42 O54
4305306,Ni2 H88 C64 S20 N2 O12
4305307,Ni4 H96 C144 S40 N4 O24
4305308,Ni4 H216 C144 S40 N4 O24
4305313,Sr4 Si8 H268 C156 N12 O4
4305328,Li4 Si4 H152 C92 N20 O2
4305332,Co2 Si4 H104 C60 N20
4305362,P4 H124 Rh4 C90 S8 N8 Cl4 O8 F24
4305368,H60 Rh4 C36 S8 N4 Cl4 O8
4305369,Sn8 Hg2 B88 H248 C48 N16 Cl4
4305375,H76 Pd2 C68 N12 Cl4
4305379,P2 H38 Pd1 C34 N6 F12
4305385,Re2 P2 H36 C30 N12 O6 F12
4305393,P8 H168 Ir4 C204 S4 N8 Cl16 O12 F12
4305404,Cu8 H96 C88 N8 O35.068
